switchgear_id;switchgear_name;element_id;element_name;component_id;component_name;switchgear_status;conditions
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;8;ЛР-110;С принудительной деблокировкой;"Условия управления разъединителем ЛР-110 ВЛ-Мацеста (с деблокированием):
• Яч.04 шкаф управления  ЭВ ВЛ Мацеста ключ S211 введен в положение без блокировки.
• Яч.04 шкаф управления  ЭВ ВЛ Мацеста ключ S210 введен в положение местное."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;9;ЗН-110 ЛР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЛР ВЛ Мацеста (нормальный режим работы):
• ЛР – 110 ВЛ Мацеста (00AEE04GS013) отключен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;10;ШР-110-1;Нормальное условие работы;"Условия управления разъединителем ШР-110-1 ВЛ-Мацеста (нормальный режим работы):
• ЗН – 110 – 1 С.Ш. (00AEE00GS021) отключен.
• ЭВ – 110 ВЛ Мацеста (00AEE04GS001) отключен.
• ШР – 110 – 2 ВЛ Мацеста (00AEE04GS012) отключен.
• ЗН – 110 ШР ВЛ Мацеста (00AEE04GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Мацеста (00AEE04GS024) отключен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;11;ШР-110-1;При перефиксации;"Условия управления разъединителем ШР-110-1 ВЛ-Мацеста (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 2 ВЛ Мацеста (00AEE04GS012) включен.
• ЗН – 110 ШР ВЛ Мацеста (00AEE04GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Мацеста (00AEE04GS024) отключен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;12;ШР-110-1;В ремонте;"Условия управления разъединителем ШР-110-1 ВЛ-Мацеста (разъединитель в ремонте):
• ЗН – 110 – 1 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР ВЛ Мацеста (00AEE04GS022) включен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;13;ШР-110-1;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-1 ВЛ-Мацеста (с деблокированием):
• Яч.04 шкаф управления  ЭВ ВЛ Мацеста ключ S211 введен в положение без блокировки.
• Яч.04 шкаф управления  ЭВ ВЛ Мацеста ключ S210 введен в положение местное."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;14;ШР-110-2;Нормальное условие работы;"Условия управления разъединителем ШР-110-2 ВЛ-Мацеста (нормальный режим работы):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) отключен.
• ЭВ – 110 ВЛ Мацеста (00AEE04GS001) отключен.
• ШР – 110 - 1 ВЛ Мацеста (00AEE04GS011) отключен.
• ЗН – 110 ШР ВЛ Мацеста (00AEE04GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Мацеста (00AEE04GS024) отключен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;15;ШР-110-2;При перефиксации;"Условия управления разъединителем ШР-110-2 ВЛ-Мацеста (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 1 ВЛ Мацеста (00AEE04GS001) включен.
• ЗН – 110 ШР ВЛ Мацеста (00AEE04GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Мацеста (00AEE04GS024) отключен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;16;ШР-110-2;В ремонте;"Условия управления разъединителем ШР-110-2 ВЛ-Мацеста (разъединитель в ремонте):
• ЗН – 110 - 2 С.Ш. включен (00AEE00GS023).
• ЗН – 110 ШР ВЛ Мацеста (00AEE04GS024) включен."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;17;ШР-110-2;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-2 ВЛ-Мацеста (с деблокированием):
• Яч.04 шкаф управления  ЭВ ВЛ Мацеста ключ S211 введен в положение без блокировки.
• Яч.04 шкаф управления  ЭВ ВЛ Мацеста ключ S210 введен в положение местное."
2;КРУЭ-110кВ;4;ЭВ-110 ВЛ Мацеста;18;ЗН-110 ШР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ШР ВЛ Мацеста (нормальный режим работы):
• ШР – 110 – 1 ВЛ Мацеста (00AEE04GS011) отключен.
• ШР – 110 – 2 ВЛ Мацеста (00AEE04GS012)  отключен.
• ЛР – 110 ВЛ Мацеста (00AEE04GS013) отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;1;ЭВ-110;Нормальное условие работы;"Условия управления выключателем ЭВ-110 Т-1. Режим управления ""местное"":
• ШР – 110 – 1 Т – 1 (00AEE05GS011) включен или отключен.
• ШР – 110 – 2 Т – 1 (00AEE05GS012) включен или отключен.
• ТР – 110 Т – 1 (00AEE05GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.05 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;2;ЭВ-110;Нормальное условие работы управление с дистанции;"Условия управления выключателем ЭВ-110 Т-1. Режим управления ""дистанция"":
• ШР – 110 – 1 Т – 1 (00AEE05GS011) включен или отключен.
• ШР – 110 – 2 Т – 1 (00AEE05GS012) включен или отключен.
• ТР – 110 Т – 1 (00AEE05GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.05 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.05 КРУЭ – 110 кВ.
• Включен автомат F102 – «ALARMS» в яч.05 КРУЭ – 110 кВ.
• После подачи команды включить/отключить из ПТК на один из коммутационных аппаратов присоединения, управление остальными коммутационными аппаратами блокируется на 10 секунд. "
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;3;ЭВ-110;В ремонте;"Условия управления выключателем ЭВ-110 Т-1 (выключатель в ремонте):
• Включен ЗН – 110 – ШР Т – 1 (00AEE05GS022).
• Включен ЗН – 110 ЭВ Т – 1 (00AEE05GS024)."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;4;ЭВ-110;С принудительной деблокировкой;"Условия управления выключателем ЭВ-110 Т-1 (с деблокированием):
• Яч.05 шкаф управления  ЭВ Т – 1 ключ S211 введен в положение без блокировки.
• Яч.05 шкаф управления  ЭВ Т – 1 ключ S210 введен в положение местное.
"
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;5;ЗН-110 ЭВ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЭВ Т-1 (нормальный режим работы):
• ШР – 110 – 1 Т – 1 (00AEE05GS011) отключен.
• ШР – 110 – 2 Т – 1 (00AEE05GS012) отключен.
• ТР – 110 Т – 1 (00AEE05GS013) отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;6;ТР-110;Нормальное условие работы;"Условия управления разъединителем ТР-110 Т-1 (нормальный режим работы): 
• ЭВ – 110 Т – 1 (00AEE05GS001) отключен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) отключен.
• ЗН – 110 ЭВ Т – 1 (00AEE05GS024) отключен.
• ЗН – 110 КЛ Т – 1 (00AEE05GS023) отключен. "
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;7;ТР-110;В ремонте;"Условия управления разъединителем ТР-110 Т-1 (разъединитель в ремонте):
• ЗН – 110 ЭВ Т – 1 (00AEE05GS024) включен.
• ЗН – 110 КЛ Т – 1 (00AEE05GS024) включен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;8;ТР-110;С принудительной деблокировкой;"Условия управления разъединителем ТР-110 Т-1 (с деблокированием):
• Яч.05 управления  ЭВ Т – 1 ключ S211 введен в положение без блокировки.
• Яч.05 управления  ЭВ Т – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;9;ЗН-110 ТР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 Т-1 (нормальный режим работы):
• ТР – 110 Т – 1 (00AEE05GS013) отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;10;ШР-110-1;Нормальное условие работы;"Условия управления разъединителем ШР-110-1 Т-1 (нормальный режим работы):
• ЗН – 110 – 1 С.Ш. (00AEE00GS021) отключен.
• ЭВ – 110 Т – 1 (00AEE05GS001) отключен.
• ШР – 110 – 2 Т – 1 (00AEE05GS012) отключен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) отключен. 
• ЗН – 110 ЭВ Т – 1 (00AEE05GS024)отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;11;ШР-110-1;При перефиксации;"Условия управления разъединителем ШР-110-1 Т-1 (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 2 Т – 1 (00AEE05GS012) включен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) отключен. 
• ЗН – 110 ЭВ Т – 1 (00AEE05GS024) отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;12;ШР-110-1;В ремонте;"Условия управления разъединителем ШР-110-1 Т-1 (разъединитель в ремонте):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) включен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;13;ШР-110-1;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-1 Т-1 (с деблокированием):
• Яч.05 шкаф управления  ЭВ Т – 1 ключ S211 введен в положение без блокировки.
• Яч.05 шкаф управления  ЭВ Т – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;14;ШР-110-2;Нормальное условие работы;"Условия управления разъединителем ШР-110-2 Т-1 (нормальный режим работы):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) отключен.
• ЭВ – 110 Т – 1 (00AEE05GS001)отключен.
• ШР – 110 – 1 Т – 1 (00AEE05GS011) отключен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) отключен. 
• ЗН – 110 ЭВ Т – 1 (00AEE05GS024) отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;15;ШР-110-2;При перефиксации;"Условия управления разъединителем ШР-110-2 Т-1 (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 1 Т – 1 (00AEE05GS011) включен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) отключен. 
• ЗН – 110 ЭВ Т – 1 (00AEE05GS024) отключен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;16;ШР-110-2;В ремонте;"Условия управления разъединителем ШР-110-2 Т-1 (разъединитель в ремонте):
• ЗН – 110 – 2 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР Т – 1 (00AEE05GS022) включен."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;17;ШР-110-2;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-2 Т-1 (с деблокированием):
• Яч.05 шкаф управления  ЭВ Т – 1 ключ S211 введен в положение без блокировки.
• Яч.05 шкаф управления  ЭВ Т – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;5;ЭВ-110 Т-1;18;ЗН-110 ШР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ШР Т-1 (нормальный режим работы):
• ШР – 110 – 1 Т – 1 (00AEE05GS011) отключен.
• ШР – 110 – 2 Т – 1 (00AEE05GS012) отключен.
• ТР – 110 Т – 1 (00AEE05GS013) отключен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;1;ЭВ-110;Нормальное условие работы;"Условия управления выключателем ЭВ-110 ВЛ-Сочи I цепь. Режим управления ""местное"":
• ШР – 110 - 1 ВЛ Сочи I цепь (00AEE07GS011) включен или отключен.
• ШР – 110 - 2 ВЛ Сочи I цепь (00AEE07GS012) включен или отключен.
• ЛР - 110 ВЛ Сочи I цепь (00AEE07GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.07 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.07 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.06 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.07 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.07 КРУЭ – 110 кВ."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;2;ЭВ-110;Нормальное условие работы управление с дистанции;"Условия управления выключателем ЭВ-110 ВЛ-Сочи I цепь. Режим управления ""дистанция"":
• ШР – 110 - 1 ВЛ Сочи I цепь (00AEE07GS011) включен или отключен.
• ШР – 110 - 2 ВЛ Сочи I цепь (00AEE07GS012) включен или отключен.
• ЛР - 110 ВЛ Сочи I цепь (00AEE07GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.07 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.07 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.06 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.07 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.07 КРУЭ – 110 кВ.
• Включен автомат F102 – «ALARMS» в яч.07 КРУЭ – 110 кВ.
• После подачи команды включить/отключить из ПТК на один из коммутационных аппаратов присоединения, управление остальными коммутационными аппаратами блокируется на 10 секунд. "
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;3;ЭВ-110;В ремонте;"Условия управления выключателем ЭВ-110 ВЛ-Сочи I цепь (выключатель в ремонте):
• ЗН – 110 – ШР ВЛ Сочи I цепь (00AEE07GS022) включен.
• ЗН – 110 ЭВ ВЛ Сочи I цепь (00AEE07GS024) включен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;4;ЭВ-110;С принудительной деблокировкой;"Условия управления выключателем ЭВ-110 ВЛ-Сочи I цепь (с деблокированием):
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S211 введен в положение без блокировки.
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;5;ЗН-110 ЭВ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЭВ ВЛ Сочи I цепь (нормальный режим работы):
• ШР – 110 - 1 ВЛ Сочи I цепь (00AEE07GS011) отключен.
• ШР – 110 - 2 ВЛ Сочи I цепь (00AEE07GS012) отключен.
• ЛР - 110 ВЛ Сочи I цепь (00AEE07GS013) отключен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;6;ЛР-110;Нормальное условие работы;"Условия управления разъединителем ЛР-110 ВЛ-Сочи I цепь (нормальный режим работы):
• ЭВ – 110 ВЛ Сочи I цепь (00AEE07GS001) отключен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) отключен.
• ЗН – 110 ЭВ ВЛ Сочи I цепь (00AEE07GS024) отключен.
• ЗН – 110 ЛР ВЛ Сочи I цепь (00AEE07GS023) отключен. "
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;7;ЛР-110;В ремонте;"Условия управления разъединителем ЛР-110 ВЛ-Сочи I цепь (разъединитель в ремонте):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) включен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) включен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;8;ЛР-110;С принудительной деблокировкой;"Условия управления разъединителем ЛР-110 ВЛ-Сочи I цепь (с деблокированием):
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S211 введен в положение без блокировки.
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;9;ЗН-110 ЛР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЛР ВЛ Сочи I цепь (нормальный режим работы):
• ЛР - 110 ВЛ Сочи I цепь (00AEE07GS013) отключен"
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;10;ШР-110-1;Нормальное условие работы;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи I цепь (нормальный режим работы):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) отключен.
• ЭВ -110 ВЛ Сочи I цепь (00AEE07GS001) отключен.
• ШР – 110 - 2 ВЛ Сочи I цепь (00AEE07GS012) отключен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи I цепь (00AEE07GS024) отключен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;11;ШР-110-1;При перефиксации;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи I цепь (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 2 ВЛ Сочи I цепь (00AEE07GS012) включен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи I цепь (00AEE07GS024) отключен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;12;ШР-110-1;В ремонте;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи I цепь (разъединитель в ремонте):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) включен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;13;ШР-110-1;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи I цепь (с деблокированием):
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S211 введен в положение без блокировки.
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;14;ШР-110-2;Нормальное условие работы;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи I цепь (нормальный режим работы):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) отключен.
• ЭВ – 110 ВЛ Сочи I цепь (00AEE07GS001) отключен.
• ШР – 110 - 1 ВЛ Сочи I цепь (00AEE07GS011) отключен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи I цепь (00AEE07GS024) отключен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;15;ШР-110-2;При перефиксации;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи I цепь (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 1 ВЛ Сочи I цепь (00AEE07GS011)  включен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи I цепь (00AEE07GS024) отключен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;16;ШР-110-2;В ремонте;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи I цепь (разъединитель в ремонте):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) включен.
• ЗН – 110 ШР ВЛ Сочи I цепь (00AEE07GS022) включен."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;17;ШР-110-2;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи I цепь (с деблокированием):
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S211 введен в положение без блокировки.
• Яч.07 шкаф управления  ЭВ ВЛ Сочи I цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;6;ЭВ-110 ВЛ Сочи I цепь;18;ЗН-110 ШР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ШР ВЛ Сочи I цепь (нормальный режим работы):
• ШР – 110 - 1 ВЛ Сочи I цепь (00AEE07GS011) отключен.
• ШР – 110 - 2 ВЛ Сочи I цепь (00AEE07GS012) отключен.
• ЛР - 110 ВЛ Сочи I цепь (00AEE07GS013) отключен."
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;1;ЭВ-110;Нормальное условие работы;"Условия управления выключателем ЭВ-110 Т-2. Режим управления ""местное"":
• ШР – 110 – 1 Т – 2 (00AEE08GS011) включен или отключен.
• ШР – 110 – 2 Т – 2 (00AEE08GS012) включен или отключен.
• ТР – 110 Т – 2 (00AEE08GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.08 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ."
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;2;ЭВ-110;Нормальное условие работы управление с дистанции;"Условия управления выключателем ЭВ-110 Т-2. Режим управления ""дистанция"":
• ШР – 110 – 1 Т – 2 (00AEE08GS011) включен или отключен.
• ШР – 110 – 2 Т – 2 (00AEE08GS012) включен или отключен.
• ТР – 110 Т – 2 (00AEE08GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.08 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.08 КРУЭ – 110 кВ.
• Включен автомат F102 – «ALARMS» в яч.08 КРУЭ – 110 кВ.
• После подачи команды включить/отключить из ПТК на один из коммутационных аппаратов присоединения, управление остальными коммутационными аппаратами блокируется на 10 секунд. "
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;3;ЭВ-110;В ремонте;"Условия управления выключателем ЭВ-110 Т-2 (выключатель в ремонте):
• ЗН – 110 – ШР Т – 2 (00AEE08GS022) включен.
• ЗН – 110 ЭВ Т – 2 (00AEE08GS024) включен."
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;4;ЭВ-110;С принудительной деблокировкой;"Условия управления выключателем ЭВ-110 Т-2 (с деблокированием):
• Яч.08 шкаф управления  ЭВ Т – 2 ключ S211 введен в положение без блокировки.
• Яч.08 шкаф управления  ЭВ Т – 2 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;5;ЗН-110 ЭВ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЭВ Т-2 (нормальный режим работы):
• ШР – 110 – 1 Т – 2 (00AEE08GS011) отключен.
• ШР – 110 – 2 Т – 2 (00AEE08GS012) отключен.
• ТР – 110 ВЛ Т – 2 (00AEE08GS013) отключен."
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;6;ТР-110;Нормальное условие работы;"Условия управления разъединителем ТР-110 Т-2 (нормальный режим работы): 
• ЭВ – 110 Т – 2 (00AEE08GS001) отключен.
• ЗН – 110 ШР Т – 2 (00AEE08GS022) отключен.
• ЗН – 110 ЭВ Т – 2 (00AEE08GS024) отключен.
• ЗН – 110 КЛ Т – 2 (00AEE08GS023) отключен. "
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;7;ТР-110;В ремонте;"Условия управления разъединителем ТР-110 Т-2 (разъединитель в ремонте):
• ЗН – 110 ЭВ Т – 2 (00AEE08GS024) включен.
• ЗН – 110 КЛ Т – 2 (00AEE08GS023) включен."
2;КРУЭ-110кВ;7;ЭВ-110 Т-2;8;ТР-110;С принудительной деблокировкой;"Условия управления разъединителем ТР-110 Т-2 (с деблокированием):
• Яч.08 управления  ЭВ Т – 2 ключ S211 введен в положение без блокировки.
• Яч.08 управления  ЭВ Т – 2 ключ S210 введен в положение местное."
